* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, badlands, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
2705, desert, minecraft:desert, MONSTER, iter_rpg:scallop, 50, 1, 2
2706, desert, minecraft:desert, MONSTER, pumpeddesertremake:security_guard, 10, 2, 2
2707, desert, minecraft:desert, MONSTER, ddenizens:shadow, 30, 1, 1
2708, desert, minecraft:desert, MONSTER, creatures_expanded:shadowfiend, 35, 1, 2
2709, desert, minecraft:desert, MONSTER, ddenizens:shadowlord, 15, 1, 1
2710, desert, minecraft:desert, MONSTER, ddenizens:skeleton_warrior, 50, 1, 2
2711, desert, minecraft:desert, MONSTER, threateningly_mobs:solscarab_maximus, 10, 1, 1
2712, desert, minecraft:desert, MONSTER, mobz:armored_zombie, 70, 1, 1
2713, desert, minecraft:desert, MONSTER, mobz:blue_spider, 20, 2, 3
2714, desert, minecraft:desert, MONSTER, mobz:bowman, 50, 1, 2
2715, desert, minecraft:desert, MONSTER, mobz:dwarf, 10, 1, 1
2716, desert, minecraft:desert, MONSTER, mobz:fast_zombie, 70, 1, 1
2717, desert, minecraft:desert, MONSTER, mobz:honey_slime, 10, 1, 1
2718, desert, minecraft:desert, MONSTER, mobz:iron_steve, 30, 1, 1
2719, desert, minecraft:desert, MONSTER, mobz:lost_skeleton, 70, 1, 1
2720, desert, minecraft:desert, MONSTER, mobz:overgrown_skeleton, 15, 2, 4
2721, desert, minecraft:desert, MONSTER, mobz:purple_spider, 15, 1, 4
2722, desert, minecraft:desert, MONSTER, mobz:tank_zombie, 30, 1, 2
2723, desert, minecraft:desert, MONSTER, mobz:templar, 40, 1, 1
2724, desert, minecraft:desert, MONSTER, mobz:warrior, 10, 1, 2
2725, desert, minecraft:desert, MONSTER, mobz:zombie_mage, 70, 1, 1
2726, desert, minecraft:desert, MONSTER, minecraft:cave_spider, 50, 4, 4
2727, desert, minecraft:desert, MONSTER, specialmobs:endercreeper, 10, 1, 4
2728, desert, minecraft:desert, MONSTER, ddenizens:spectator, 25, 1, 1
2729, desert, minecraft:desert, MONSTER, iter_rpg:spiderling, 10, 5, 8
2730, desert, minecraft:desert, MONSTER, creatures_expanded:tremorgue, 25, 1, 2
2731, desert, minecraft:desert, MONSTER, creatures_expanded:undead_necromancer, 35, 1, 1
2732, desert, minecraft:desert, MONSTER, terramity:uvogre, 10, 1, 1
2733, desert, minecraft:desert, MONSTER, iter_rpg:void_elemental, 40, 1, 1
2734, desert, minecraft:desert, MONSTER, iter_rpg:water_elemental, 20, 1, 2
2735, desert, minecraft:desert, MONSTER, ddenizens:winged_skeleton, 70, 1, 1
2736, desert, minecraft:desert, MONSTER, terra_entity:yellow_slime, 15, 3, 3
2737, desert, minecraft:desert, MONSTER, terra_entity:purple_slime, 15, 3, 3
2738, desert, minecraft:desert, MONSTER, terra_entity:red_slime, 15, 3, 3
2739, desert, minecraft:desert, MONSTER, terra_entity:desert_slime, 60, 1, 3
2740, desert, minecraft:desert, MONSTER, pumpeddesertremake:sand_storm, 40, 1, 1
2741, desert, minecraft:desert, MONSTER, specialmobs:giantskeleton, 70, 1, 1
2742, desert, minecraft:desert, MONSTER, iter_rpg:griever, 30, 1, 1
2743, desert, minecraft:desert, MONSTER, iter_rpg:prismaw, 30, 1, 1
2744, desert, minecraft:desert, CREATURE, minecraft:pig, 20, 1, 1
2745, desert, minecraft:desert, CREATURE, minecraft:pig, 20, 1, 1
2746, desert, minecraft:desert, AMBIENT, valarian_conquest:bandit_1, 20, 1, 1
2747, desert, minecraft:desert, MONSTER, terra_entity:green_slime, 60, 1, 3
2749, desert, minecraft:desert, MONSTER, mobz:small_zombie, 70, 1, 1
2750, desert, minecraft:desert, MONSTER, wrd:petrified_skeletonm, 10, 1, 1
2751, desert, minecraft:desert, MONSTER, valarian_conquest:orc_berserker, 70, 1, 1
2752, desert, minecraft:desert, MONSTER, terra_entity:dungeon_slime, 80, 1, 3
2753, desert, minecraft:desert, MONSTER, terra_entity:corrupt_slime, 15, 1, 3
2754, desert, minecraft:desert, MONSTER, wrd:dirty_skeleton, 40, 1, 1
2755, desert, minecraft:desert, MONSTER, majruszsdifficulty:giant, 50, 1, 1
2757, desert, minecraft:desert, MONSTER, mocreatures:undeadscorpion, 50, 1, 1
2758, desert, minecraft:desert, MONSTER, terra_entity:evil_slime, 80, 1, 3
2759, desert, minecraft:desert, MONSTER, iter_rpg:peeper, 5, 1, 1
2760, desert, minecraft:desert, MONSTER, terra_entity:blue_slime, 50, 1, 3
2761, desert, minecraft:desert, MONSTER, wrd:speared_petrified_skeleton_m, 10, 1, 1
2762, desert, minecraft:desert, MONSTER, wrd:buff_zombie, 10, 1, 1
2763, desert, minecraft:desert, MONSTER, terramity:elite_skeleton, 10, 1, 1
2764, desert, minecraft:desert, MONSTER, iter_rpg:carcass, 30, 1, 1
2765, desert, minecraft:desert, MONSTER, valarian_conquest:orc_warrior, 70, 1, 1
2766, desert, minecraft:desert, MONSTER, iter_rpg:fiend, 60, 1, 1
2767, desert, minecraft:desert, MONSTER, terra_entity:black_slime, 80, 1, 3
2770, desert, minecraft:desert, MONSTER, terra_entity:crimson_slime, 15, 1, 3
2771, desert, minecraft:desert, MONSTER, mobz:bigboss, 50, 1, 1
2772, desert, minecraft:desert, MONSTER, specialmobs:bruteskeleton, 70, 1, 1
2773, desert, minecraft:desert, MONSTER, specialmobs:gatlingskeleton, 70, 1, 1
2774, desert, minecraft:desert, MONSTER, specialmobs:knightskeleton, 70, 1, 1
2775, desert, minecraft:desert, MONSTER, specialmobs:ninjaskeleton, 70, 1, 1
2776, desert, minecraft:desert, MONSTER, specialmobs:sniperskeleton, 70, 1, 1
2777, desert, minecraft:desert, MONSTER, specialmobs:brutezombie, 70, 1, 1
2778, desert, minecraft:desert, MONSTER, specialmobs:plaguezombie, 70, 1, 1
2780, desert, minecraft:desert, MONSTER, specialmobs:fishingzombie, 70, 1, 1
2781, desert, minecraft:desert, MONSTER, specialmobs:hungryzombie, 70, 1, 1
2782, desert, minecraft:desert, MONSTER, wrd:bulky_ancient_skeleton, 15, 1, 1
2783, desert, minecraft:desert, MONSTER, wrd:ancient_skeleton_skull, 20, 1, 1
2784, desert, minecraft:desert, MONSTER, specialmobs:minicreeper, 40, 1, 1
2785, desert, minecraft:desert, MONSTER, valarian_conquest:gardonian_knight, 5, 1, 1
2786, desert, minecraft:desert, MONSTER, valarian_conquest:visgothian_archer, 30, 1, 1
2787, desert, minecraft:desert, MONSTER, specialmobs:desertspider, 40, 1, 1
2788, desert, minecraft:desert, MONSTER, specialmobs:desertcavespider, 40, 1, 1
2789, desert, minecraft:desert, MONSTER, valarian_conquest:orc_raider, 10, 1, 1
2790, desert, minecraft:desert, MONSTER, valarian_conquest:numerian_spearman, 20, 1, 1
2791, desert, minecraft:desert, MONSTER, specialmobs:infernoblaze, 40, 1, 1
2793, desert, minecraft:desert, MONSTER, wrd:antlion, 70, 1, 1
2794, desert, minecraft:desert, CREATURE, minecraft:pig, 20, 1, 1
2795, desert, minecraft:desert, CREATURE, minecraft:pig, 20, 1, 1
2796, desert, minecraft:desert, CREATURE, minecraft:pig, 20, 1, 1
2797, desert, minecraft:desert, CREATURE, minecraft:pig, 20, 1, 1
2798, desert, minecraft:desert, CREATURE, threateningly_mobs:flame_horn_re, 15, 1, 1
2799, desert, minecraft:desert, MONSTER, threateningly_mobs:solscarab_maximus, 20, 1, 1
2800, desert, minecraft:desert, CREATURE, minecraft:pig, 20, 1, 1
2801, desert, minecraft:desert, CREATURE, minecraft:pig, 20, 1, 1
2802, desert, minecraft:desert, CREATURE, minecraft:rabbit, 10, 2, 3
2803, desert, minecraft:desert, CREATURE, cold_sweat:chameleon, 10, 1, 1
2804, desert, minecraft:desert, CREATURE, mythicmounts:firebird, 10, 1, 1
2805, desert, minecraft:desert, CREATURE, mocreatures:lion, 10, 1, 3
2806, desert, minecraft:desert, CREATURE, mocreatures:elephant, 10, 1, 2
2807, desert, minecraft:desert, CREATURE, mocreatures:ostrich, 10, 1, 1
2808, desert, minecraft:desert, CREATURE, mocreatures:snake, 14, 1, 2
2809, desert, minecraft:desert, CREATURE, mocreatures:filchlizard, 10, 1, 2
2810, desert, minecraft:desert, CREATURE, mythicmounts:ridinglizard, 10, 2, 3
2811, desert, minecraft:desert, CREATURE, mobz:brown_bear, 30, 2, 3
2812, desert, minecraft:desert, CREATURE, mobz:dirty_boar, 10, 1, 3
2813, desert, minecraft:desert, CREATURE, mobz:fiora, 10, 1, 1
2814, desert, minecraft:desert, CREATURE, mobz:golden_chicken, 10, 1, 2
2815, desert, minecraft:desert, CREATURE, mobz:katherine, 10, 1, 1
2816, desert, minecraft:desert, CREATURE, mobz:wild_boar, 10, 2, 4
2817, desert, minecraft:desert, AMBIENT, minecraft:bat, 10, 8, 8
2818, desert, minecraft:desert, AMBIENT, terramity:blue_fairy, 10, 1, 2
2819, desert, minecraft:desert, AMBIENT, ddenizens:boulder, 35, 1, 1
2820, desert, minecraft:desert, AMBIENT, pumpeddesertremake:cactus_chekflower, 10, 1, 1
2821, desert, minecraft:desert, AMBIENT, terramity:cave_gnome, 15, 1, 3
2822, desert, minecraft:desert, AMBIENT, mythicmounts:dragon, 10, 1, 1
2823, desert, minecraft:desert, AMBIENT, pumpeddesertremake:fennec, 20, 4, 4
2824, desert, minecraft:desert, AMBIENT, mythicmounts:geckotoalizard, 10, 1, 1
2825, desert, minecraft:desert, AMBIENT, terramity:green_fairy, 10, 2, 3
2826, desert, minecraft:desert, AMBIENT, mocreatures:roach, 10, 1, 2
2827, desert, minecraft:desert, AMBIENT, mocreatures:ant, 12, 1, 4
2828, desert, minecraft:desert, AMBIENT, pumpeddesertremake:ostrich, 10, 4, 4
2829, desert, minecraft:desert, AMBIENT, terramity:pink_fairy, 10, 1, 2
2830, desert, minecraft:desert, AMBIENT, pumpeddesertremake:rihno, 10, 4, 4
2831, desert, minecraft:desert, AMBIENT, pumpeddesertremake:saxul_jay, 10, 2, 2
2832, desert, minecraft:desert, AMBIENT, pumpeddesertremake:scorpion, 10, 4, 4
2833, desert, minecraft:desert, AMBIENT, pumpeddesertremake:snake, 10, 1, 1
2834, desert, minecraft:desert, AMBIENT, mobz:tiny_spider, 10, 1, 1
2835, desert, minecraft:desert, AMBIENT, pumpeddesertremake:the_desert_western_gopher, 10, 4, 4
2836, desert, minecraft:desert, CREATURE, terra_entity:arms_dealer, 10, 1, 1
2837, desert, minecraft:desert, CREATURE, terra_entity:dye_trader, 10, 1, 1
2838, desert, minecraft:desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2839, desert, minecraft:desert, WATER_CREATURE, world:hydra, 80, 1, 1
2840, desert, minecraft:desert, WATER_CREATURE, world:kraken, 80, 1, 1
2841, none, minecraft:dripstone_caves, MONSTER, minecraft:spider, 80, 4, 4
2842, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie, 80, 4, 4
2843, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
2844, none, minecraft:dripstone_caves, MONSTER, minecraft:skeleton, 80, 4, 4
2845, none, minecraft:dripstone_caves, MONSTER, minecraft:creeper, 80, 4, 4
2846, none, minecraft:dripstone_caves, MONSTER, minecraft:slime, 80, 4, 4
2847, none, minecraft:dripstone_caves, MONSTER, minecraft:enderman, 20, 1, 4
2848, none, minecraft:dripstone_caves, MONSTER, minecraft:witch, 20, 1, 1
2849, none, minecraft:dripstone_caves, MONSTER, minecraft:drowned, 80, 4, 4
2850, none, minecraft:dripstone_caves, MONSTER, creatures_expanded:abomination, 20, 1, 1
2851, none, minecraft:dripstone_caves, MONSTER, monsterplus:abyssologer, 10, 1, 1
2852, none, minecraft:dripstone_caves, MONSTER, iter_rpg:air_elemental, 15, 1, 2
2853, none, minecraft:dripstone_caves, MONSTER, knights:archer, 40, 2, 3
2854, none, minecraft:dripstone_caves, MONSTER, ddenizens:beholder, 10, 1, 1
2855, none, minecraft:dripstone_caves, MONSTER, iter_rpg:bloated, 10, 1, 1
2856, none, minecraft:dripstone_caves, MONSTER, creatures_expanded:brood_spider, 35, 1, 1
2857, none, minecraft:dripstone_caves, MONSTER, threateningly_mobs:cave_hunter, 12, 1, 1
2858, none, minecraft:dripstone_caves, MONSTER, creatures_expanded:crumbling_skeleton, 50, 1, 1
2859, none, minecraft:dripstone_caves, MONSTER, monsterplus:crystal_zombie, 80, 2, 7
2860, none, minecraft:dripstone_caves, MONSTER, creatures_expanded:crystalline_golem, 20, 1, 1
2861, none, minecraft:dripstone_caves, MONSTER, creatures_expanded:crystalline_spider, 45, 1, 3
2862, none, minecraft:dripstone_caves, MONSTER, ddenizens:daemon, 10, 1, 1
2863, none, minecraft:dripstone_caves, MONSTER, ddenizens:death_tyrant, 10, 1, 1
2864, none, minecraft:dripstone_caves, MONSTER, glorious_creatures:dripstone_hermit, 50, 2, 3
2865, none, minecraft:dripstone_caves, MONSTER, threateningly_mobs:elite_zombie_warrior, 10, 1, 2
2866, none, minecraft:dripstone_caves, MONSTER, creatures_expanded:embersmog, 40, 1, 3
2867, none, minecraft:dripstone_caves, MONSTER, iter_rpg:event_spawn, 20, 1, 1
2868, none, minecraft:dripstone_caves, MONSTER, ddenizens:fossilized_skeleton, 25, 1, 2
2869, none, minecraft:dripstone_caves, MONSTER, creatures_expanded:fungal_ghoul, 60, 1, 2
2870, none, minecraft:dripstone_caves, MONSTER, creatures_expanded:gargoyle, 50, 1, 3
2871, none, minecraft:dripstone_caves, MONSTER, ddenizens:gazer, 25, 1, 1
2872, none, minecraft:dripstone_caves, MONSTER, ddenizens:ghoul, 25, 1, 1
2873, none, minecraft:dripstone_caves, MONSTER, iter_rpg:giant_spider, 10, 1, 1
2874, none, minecraft:dripstone_caves, MONSTER, creatures_expanded:gilded_zombie, 55, 1, 3
2875, none, minecraft:dripstone_caves, MONSTER, creatures_expanded:gloomknight, 5, 1, 1
2876, none, minecraft:dripstone_caves, MONSTER, creatures_expanded:gloomweaver, 30, 1, 2
2877, none, minecraft:dripstone_caves, MONSTER, monsterplus:glow_skeleton, 80, 1, 5
2878, none, minecraft:dripstone_caves, MONSTER, creatures_expanded:gnasheart, 60, 1, 4
2879, none, minecraft:dripstone_caves, MONSTER, creatures_expanded:graven, 36, 3, 5
2880, none, minecraft:dripstone_caves, MONSTER, ddenizens:headless, 40, 1, 1
2881, none, minecraft:dripstone_caves, MONSTER, knights:heavyknight, 40, 1, 1
2882, none, minecraft:dripstone_caves, MONSTER, ddenizens:iron_skeleton, 15, 1, 1
2883, none, minecraft:dripstone_caves, MONSTER, creatures_expanded:kamikaze_creeper, 45, 1, 2
2884, none, minecraft:dripstone_caves, MONSTER, knights:knight, 50, 3, 5
2885, none, minecraft:dripstone_caves, MONSTER, threateningly_mobs:lich_re, 10, 1, 1
2886, none, minecraft:dripstone_caves, MONSTER, ddenizens:magma_skeleton, 40, 1, 1
2887, none, minecraft:dripstone_caves, MONSTER, creatures_expanded:miststalker, 40, 1, 1
2888, none, minecraft:dripstone_caves, MONSTER, terra_entity:harpy, 60, 1, 2
2889, none, minecraft:dripstone_caves, MONSTER, terra_entity:black_slime, 80, 1, 3
2890, none, minecraft:dripstone_caves, MONSTER, terra_entity:blue_slime, 60, 2, 4
2891, none, minecraft:dripstone_caves, MONSTER, terra_entity:cave_bat, 80, 1, 2
2892, none, minecraft:dripstone_caves, MONSTER, terra_entity:giant_shelly, 60, 1, 1
2893, none, minecraft:dripstone_caves, MONSTER, terra_entity:giant_worm, 60, 1, 1
2894, none, minecraft:dripstone_caves, MONSTER, terra_entity:green_dumpling_slime, 30, 1, 3
2895, none, minecraft:dripstone_caves, MONSTER, terra_entity:green_slime, 80, 3, 3
2896, none, minecraft:dripstone_caves, MONSTER, terra_entity:nymph, 10, 1, 1
2897, none, minecraft:dripstone_caves, MONSTER, terra_entity:pink_slime, 10, 1, 1
2898, none, minecraft:dripstone_caves, MONSTER, terra_entity:purple_slime, 30, 1, 3
2899, none, minecraft:dripstone_caves, MONSTER, terra_entity:red_slime, 80, 1, 2
2900, none, minecraft:dripstone_caves, MONSTER, terra_entity:yellow_slime, 80, 1, 2
2901, none, minecraft:dripstone_caves, MONSTER, terra_entity:demon_eye, 65, 1, 2
2902, none, minecraft:dripstone_caves, MONSTER, terra_entity:flying_fish, 60, 1, 2
2903, none, minecraft:dripstone_caves, MONSTER, terra_entity:big_helmet_anger_bones, 20, 1, 1
2904, none, minecraft:dripstone_caves, MONSTER, terra_entity:big_muscle_anger_bones, 20, 1, 1
2905, none, minecraft:dripstone_caves, MONSTER, terra_entity:big_bones, 40, 1, 2
2906, none, minecraft:dripstone_caves, MONSTER, terra_entity:short_bones, 40, 1, 2
2907, none, minecraft:dripstone_caves, MONSTER, terra_entity:anger_bones, 40, 1, 2
2908, none, minecraft:dripstone_caves, MONSTER, terra_entity:big_anger_bones, 30, 1, 2
2909, none, minecraft:dripstone_caves, MONSTER, terra_entity:cursed_skull, 15, 1, 1
2910, none, minecraft:dripstone_caves, MONSTER, terra_entity:dark_caster, 20, 1, 1
2911, none, minecraft:dripstone_caves, MONSTER, threateningly_mobs:moon_priest, 10, 1, 1
2912, none, minecraft:dripstone_caves, MONSTER, fantasyfauna:mushcap_glowing, 50, 2, 4
2913, none, minecraft:dripstone_caves, MONSTER, knights:noble, 50, 1, 1
2914, none, minecraft:dripstone_caves, MONSTER, ddenizens:orc, 35, 1, 1
2915, none, minecraft:dripstone_caves, MONSTER, threateningly_mobs:ore_drill, 32, 1, 1
2916, none, minecraft:dripstone_caves, MONSTER, majruszsdifficulty:cursed_armor, 50, 1, 1
2917, none, minecraft:dripstone_caves, MONSTER, majruszsdifficulty:illusioner, 10, 1, 1
2918, none, minecraft:dripstone_caves, MONSTER, mobz:tank_zombie, 10, 1, 1
2919, none, minecraft:dripstone_caves, MONSTER, knights:peasant, 60, 2, 3
2920, none, minecraft:dripstone_caves, MONSTER, fantasyfauna:possessed_armor, 20, 1, 1
2921, none, minecraft:dripstone_caves, MONSTER, creatures_expanded:prosperisher_zombie, 50, 1, 2
2922, none, minecraft:dripstone_caves, MONSTER, iter_rpg:scallop, 50, 1, 2
2923, none, minecraft:dripstone_caves, MONSTER, ddenizens:shadow, 30, 1, 1
2924, none, minecraft:dripstone_caves, MONSTER, creatures_expanded:shadowfiend, 35, 1, 2
2925, none, minecraft:dripstone_caves, MONSTER, ddenizens:shadowlord, 15, 1, 1
2926, none, minecraft:dripstone_caves, MONSTER, ddenizens:skeleton_warrior, 50, 1, 2
2927, none, minecraft:dripstone_caves, MONSTER, mobz:armored_zombie, 70, 1, 1
2928, none, minecraft:dripstone_caves, MONSTER, mobz:blue_spider, 20, 2, 3
2929, none, minecraft:dripstone_caves, MONSTER, mobz:bowman, 50, 1, 2
2930, none, minecraft:dripstone_caves, MONSTER, mobz:dwarf, 10, 1, 1
2931, none, minecraft:dripstone_caves, MONSTER, mobz:fast_zombie, 70, 1, 1
2932, none, minecraft:dripstone_caves, MONSTER, mobz:honey_slime, 10, 1, 1
2933, none, minecraft:dripstone_caves, MONSTER, mobz:iron_steve, 30, 1, 1
2934, none, minecraft:dripstone_caves, MONSTER, mobz:lost_skeleton, 70, 1, 1
2935, none, minecraft:dripstone_caves, MONSTER, mobz:overgrown_skeleton, 15, 2, 4
2936, none, minecraft:dripstone_caves, MONSTER, mobz:purple_spider, 15, 1, 4
2937, none, minecraft:dripstone_caves, MONSTER, mobz:tank_zombie, 30, 1, 2
2938, none, minecraft:dripstone_caves, MONSTER, mobz:templar, 40, 1, 1
2939, none, minecraft:dripstone_caves, MONSTER, mobz:warrior, 10, 1, 2
2940, none, minecraft:dripstone_caves, MONSTER, mobz:zombie_mage, 70, 1, 1
2941, none, minecraft:dripstone_caves, MONSTER, minecraft:cave_spider, 50, 4, 4
2942, none, minecraft:dripstone_caves, MONSTER, specialmobs:endercreeper, 10, 1, 4
2943, none, minecraft:dripstone_caves, MONSTER, ddenizens:spectator, 25, 1, 1
2944, none, minecraft:dripstone_caves, MONSTER, iter_rpg:spiderling, 10, 5, 8
2945, none, minecraft:dripstone_caves, MONSTER, creatures_expanded:tremorgue, 25, 1, 2
2946, none, minecraft:dripstone_caves, MONSTER, creatures_expanded:undead_necromancer, 35, 1, 1
2947, none, minecraft:dripstone_caves, MONSTER, terramity:uvogre, 10, 1, 1
2948, none, minecraft:dripstone_caves, MONSTER, iter_rpg:void_elemental, 40, 1, 1
2949, none, minecraft:dripstone_caves, MONSTER, iter_rpg:water_elemental, 20, 1, 2
2950, none, minecraft:dripstone_caves, MONSTER, ddenizens:winged_skeleton, 70, 1, 1
2951, none, minecraft:dripstone_caves, MONSTER, specialmobs:bruteskeleton, 70, 1, 1
2952, none, minecraft:dripstone_caves, MONSTER, specialmobs:gatlingskeleton, 70, 1, 1
2953, none, minecraft:dripstone_caves, MONSTER, specialmobs:knightskeleton, 70, 1, 1
2954, none, minecraft:dripstone_caves, MONSTER, specialmobs:ninjaskeleton, 70, 1, 1
2955, none, minecraft:dripstone_caves, MONSTER, specialmobs:sniperskeleton, 70, 1, 1
2956, none, minecraft:dripstone_caves, MONSTER, specialmobs:brutezombie, 70, 1, 1
2957, none, minecraft:dripstone_caves, MONSTER, specialmobs:plaguezombie, 70, 1, 1
2959, none, minecraft:dripstone_caves, MONSTER, specialmobs:fishingzombie, 70, 1, 1
2960, none, minecraft:dripstone_caves, MONSTER, specialmobs:hungryzombie, 70, 1, 1
2961, none, minecraft:dripstone_caves, MONSTER, wrd:bulky_ancient_skeleton, 15, 1, 1
2962, none, minecraft:dripstone_caves, MONSTER, wrd:ancient_skeleton_skull, 20, 1, 1
2963, none, minecraft:dripstone_caves, MONSTER, specialmobs:minicreeper, 40, 1, 1
2964, none, minecraft:dripstone_caves, MONSTER, valarian_conquest:gardonian_knight, 5, 1, 1
2965, none, minecraft:dripstone_caves, MONSTER, valarian_conquest:visgothian_archer, 30, 1, 1
2966, none, minecraft:dripstone_caves, MONSTER, valarian_conquest:orc_raider, 10, 1, 1
2967, none, minecraft:dripstone_caves, MONSTER, valarian_conquest:numerian_spearman, 20, 1, 1
2969, none, minecraft:dripstone_caves, CREATURE, mythicmounts:firebird, 10, 1, 1
2970, none, minecraft:dripstone_caves, CREATURE, terra_entity:bunny, 10, 1, 2
2971, none, minecraft:dripstone_caves, CREATURE, terra_entity:squirrel, 10, 1, 2
2972, none, minecraft:dripstone_caves, CREATURE, terra_entity:duck, 10, 1, 2
2973, none, minecraft:dripstone_caves, CREATURE, terra_entity:bird, 10, 1, 2
2974, none, minecraft:dripstone_caves, CREATURE, terra_entity:blue_jay, 10, 1, 2
2975, none, minecraft:dripstone_caves, CREATURE, terra_entity:cardinal, 10, 1, 2
2976, none, minecraft:dripstone_caves, CREATURE, mobz:brown_bear, 30, 2, 3
2977, none, minecraft:dripstone_caves, CREATURE, mobz:dirty_boar, 10, 1, 3
